project_id;track_id;section_id;segment_id;point_id;section_duration;section_speed;section_warning;gnss_accuracy;section_weather;timestamp;lon_ontrack;lat_ontrack;lon_rtk;lat_rtk;tair_thermohygro;tair_tc1;tair_tc2;tair_anemo;rh_thermohygro;ws;wdir;sw_up;sw_down;sw_front;sw_back;sw_left;sw_right;lw_up;lw_down;lw_front;lw_back;lw_left;lw_right
;;1;1;14;;;;14;;2025-06-26 12:30:32.00007;3.88644076626876;43.6082980813744;3.8864375;43.6082864;32.0923933775845;32.875;32.7265625;35;36.9255359731441;0.6687772;335;807.474976000187;114.778933260314;389.819294907963;106.087287197982;100.024196091198;391.553705877507;418.309178281245;592.619567909412;519.251698745157;520.611643213862;530.965485862421;516.43279999717
;;1;1;15;;;;14;;2025-06-26 12:30:33.000098;3.88644811922106;43.6082975121346;3.8864506;43.6082862;32.1457999542229;32.859375;32.609375;35;36.9064621957733;0.514444;295;799.492743193238;115.548019593718;394.777477416691;105.672614058568;99.5516759218783;405.662064750441;418.68588387048;592.679932762642;517.901446575282;521.72644511918;532.070119894043;514.206104272821
;;1;1;16;;;;14;;2025-06-26 12:30:34.000074;3.88645547217336;43.6082969428948;3.8864506;43.6082862;32.1457999542229;32.828125;32.5625;35;36.9064621957733;0.6173328;261;794.731509057463;117.155593354177;394.715680922947;105.904703844154;99.8186245940476;410.6754422993;418.481197762121;592.565640625687;518.852995784273;521.506214772112;532.330838133929;512.549314119522
;;1;1;17;;;;14;;2025-06-26 12:30:35.000106;3.88646282512566;43.6082963736549;3.8864581;43.6082859;32.1404592965591;32.9140625;32.5859375;35;36.879758907454;1.028888;265;797.472228464154;118.116296543634;401.05223203328;105.942401402283;100.919209828283;400.041992907762;418.231915108438;592.85807132378;518.439657226953;521.614303761879;530.030965171155;514.200405270099
;;1;1;18;;;;14;;2025-06-26 12:30:36.000005;3.88647017807796;43.6082958044151;3.8864653;43.6082855;32.1404592965591;32.9140625;32.6484375;35;36.879758907454;1.028888;241;798.041194443845;119.59554375357;408.760577650139;105.364220781829;103.244816213228;392.347841542702;418.017926571247;592.638766265537;518.113079979005;521.560590309158;528.544537782231;515.233433005813
;;1;1;19;;;;14;;2025-06-26 12:30:37.000018;3.88647753103026;43.6082952351752;3.8864731;43.6082849;32.1457999542229;32.9140625;32.6484375;35;36.8587777523461;0.9774436;221;799.038170223018;123.203091168772;408.835960607047;105.555433697156;104.559801168418;393.187705658401;418.038379433505;591.554769732045;517.625630105132;521.397767845163;527.571624423302;515.688658843328
;;1;1;20;;;;14;;2025-06-26 12:30:38.000112;3.88648488398256;43.6082946659354;3.8864803;43.6082843;32.1457999542229;32.921875;32.7421875;37;36.8587777523461;0.7202216;228;797.541635458664;130.276764902683;420.330108443512;105.631283000861;107.864920004001;383.996287107025;418.183137919151;589.752948755775;517.469861015394;521.961829392527;525.966913361904;515.978873752663
;;1;1;21;;;;14;;2025-06-26 12:30:39.000059;3.88649223693486;43.6082940966955;3.8864954;43.6082825;32.1404592965591;32.9375;32.828125;37;36.8549629968719;0.5658884;224;800.908303130663;140.687365435048;424.473979708431;105.677155933041;111.687120519533;373.538507406534;418.290675262669;587.296371656257;519.94181847103;521.146745679111;524.741654956687;515.892133791983
;;1;1;22;;;;14;;2025-06-26 12:30:40.000016;3.88649958988716;43.6082935274557;3.8864954;43.6082825;32.1404592965591;32.9609375;32.8984375;37;36.8549629968719;0;180;801.119094743621;143.233818141677;413.582457254226;108.085257778794;112.020911457647;379.635332302491;418.591645228164;588.106739384649;521.290571458412;521.05973345045;525.039031358189;516.118166274251
;;1;1;23;;;;14;;2025-06-26 12:30:41.000054;3.88650694283946;43.6082929582158;3.8865035;43.6082819;32.1618219272145;33.03125;32.875;37;36.8263523308156;0.1543332;197;810.945325725714;136.015667917212;375.556138224141;114.676426014474;109.84580526898;391.421048095351;419.070976527841;594.075502176962;524.684275452517;515.290416859502;527.155977973035;516.604046073267
;;1;1;24;;;;14;;2025-06-26 12:30:42.001696;3.88651429579176;43.608292388976;3.886511;43.6082815;32.1618219272145;33.015625;32.828125;37;36.8263523308156;0.3601108;216;809.264134080903;130.925381413148;364.56863398178;114.868093117248;107.409635890679;399.64220853355;419.533120991405;597.933797206986;523.402393303369;514.305766333807;528.291715775239;516.593388483191
;;1;1;25;;;;14;;2025-06-26 12:30:43.00006;3.88652164874406;43.6082918197362;3.8865178;43.6082813;32.177843900206;33.0703125;32.7578125;37;36.7901121538109;0.7202216;269;808.086357365412;129.90357034249;359.353623491958;113.731261936577;106.061439998322;403.853753549308;419.853908825869;597.812559765121;523.649371207863;514.198256862681;529.552894331041;514.143976950515
;;1;1;26;;;;14;;2025-06-26 12:30:44.000118;3.88652900169636;43.6082912504963;3.8865261;43.6082807;32.177843900206;33.015625;32.7421875;37;36.7901121538109;0.5658884;278;815.22156777639;128.858189089082;357.323981204508;113.241647868353;105.222758736939;389.48868149384;420.177249382913;596.727375368884;522.721799729901;513.619889358361;527.30406154485;515.931562078732
;;1;1;27;;;;14;;2025-06-26 12:30:45.000117;3.88653635464866;43.6082906812565;3.8865343;43.6082801;32.1725032425421;32.9921875;32.609375;37;36.7653162432288;0.6173328;284;813.72631832675;125.813270665797;355.772056492812;113.34429423145;104.175983628748;388.856632811622;420.908763362714;593.824562230552;520.728876023907;514.052787510133;526.318392466243;515.16569575044
;;1;1;28;;;;14;;2025-06-26 12:30:46.000035;3.88654370760096;43.6082901120166;3.8865433;43.6082794;32.1725032425421;33.015625;32.671875;37;36.7653162432288;0.1543332;269;810.606859517915;123.839922587862;365.074839302878;110.955722445932;103.485700605595;385.200620555952;421.295239991733;585.875617567501;518.106140955144;515.204721549225;523.592527515974;512.921238175083
;;1;1;29;;;;14;;2025-06-26 12:30:47.000022;3.88655106055325;43.6082895427768;3.8865541;43.6082784;32.1885252155337;33.0546875;32.6796875;37;36.7634088654917;0.4629996;88;741.912786234949;122.024582031319;361.561204619551;110.498809873916;101.825994530439;307.932216397788;421.868201059178;578.188270744627;519.836943357615;514.697090442265;520.659052530687;511.457028539829
;;1;1;30;;;;14;;2025-06-26 12:30:48.000055;3.88655841350555;43.6082889735369;3.8865541;43.6082784;32.1885252155337;33.0546875;32.6796875;37;36.7634088654917;0.8745548;93;741.912786234949;122.024582031319;361.561204619551;110.498809873916;101.825994530439;307.932216397788;421.310734357593;575.36163415841;519.871036140028;513.849499439267;520.194022526998;509.968012428645
;;2;2;31;117;0.688497699635727;comment(Brocante);14;sun;2025-06-26 12:30:48.000055;3.88655841350555;43.6082889735369;3.8865541;43.6082784;32.1885252155337;33.0546875;32.6796875;37;36.7634088654917;0.8745548;93;741.912786234949;122.024582031319;361.561204619551;110.498809873916;101.825994530439;307.932216397788;421.310734357593;575.36163415841;519.871036140028;513.849499439267;520.194022526998;509.968012428645
;;2;2;32;;;;14;;2025-06-26 12:30:49.000307;3.88656690716743;43.608288317866;3.8865542;43.6082784;32.1831845578698;33.015625;32.765625;37;36.8454261081865;0.8745548;127;746.393821763256;122.044660335143;360.207817579248;110.703648412663;101.674653550941;306.903552639908;421.251958707764;575.377283100207;520.362092982305;513.747108584802;520.232032371152;510.126490897823
;;2;2;33;;;;14;;2025-06-26 12:30:50.000062;3.88657540082932;43.6082876621951;3.8865573;43.608278;32.1831845578698;33.0078125;32.8125;37;36.8454261081865;1.028888;151;808.042228226927;124.444017642023;369.90373127505;108.677518210115;102.108497692167;383.986779211376;421.973169834533;573.656314131814;518.937015713443;513.642767613047;519.828764871015;509.15375582679
;;2;2;34;;;;14;;2025-06-26 12:30:51.00027;3.8865838944912;43.6082870065241;3.8865645;43.6082773;32.1671625848783;33.015625;32.8046875;37;36.7977416647593;1.028888;164;800.508570254871;124.195657753427;383.652355450673;107.132372514292;102.387637721019;381.571320959487;422.335718830814;572.586882941988;516.618952652974;512.741977285214;518.170519627232;508.802274275769
;;2;2;35;;;;14;;2025-06-26 12:30:52.000053;3.88659238815308;43.6082863508532;3.8865724;43.6082767;32.1671625848783;33.015625;32.828125;37;36.7977416647593;1.0803324;160;798.486770211073;126.298205351616;379.912571896621;107.187329195419;102.260259063275;390.348919671645;423.130833781773;571.168283526387;516.491525053421;510.863028835052;517.915085440551;507.361935834983
;;2;2;36;;;;14;;2025-06-26 12:30:53.000059;3.88660088181496;43.6082856951822;3.8865809;43.6082763;32.1992065308614;33.0390625;32.8515625;37;36.8053711757076;1.3889988;139;796.553228444246;126.496369480654;387.20499643147;105.653992373227;102.29683313332;385.149006265283;423.839709519822;569.814049348654;515.652661570919;510.570151631805;516.977330893616;506.646423719057
;;2;2;37;;;;14;;2025-06-26 12:30:54.000014;3.88660937547684;43.6082850395113;3.886589;43.6082758;32.1992065308614;33.015625;32.9140625;37;36.8053711757076;1.6976652;138;788.221390035318;124.282954726571;390.763334961335;105.786160920401;102.093783985827;388.305174863955;424.558409956225;570.140356779529;514.825267976586;510.505418895563;517.236327114631;505.443222349788
;;2;2;38;;;;14;;2025-06-26 12:30:55.000077;3.88661786913872;43.6082843838404;3.8866058;43.608275;32.2045471885252;33.015625;33.015625;37;36.8454261081865;2.057776;149;800.290495191872;122.597250175148;353.173535844509;108.40091805469;101.271918388834;387.614267780097;425.671290257999;569.970841427113;517.4128100456;507.183984366919;516.203462412466;505.099861345849
;;2;2;39;;;;14;;2025-06-26 12:30:56.000031;3.8866263628006;43.6082837281694;3.8866058;43.608275;32.2045471885252;33.015625;33.015625;37;36.8454261081865;2.3664424;149;793.761096449029;118.594683956466;369.979552504963;106.633674697122;99.8228285101448;378.782338235657;426.772477108831;568.809248124145;515.449973827604;507.849308505649;516.003132531787;503.559551319096
;;2;2;40;;;;14;;2025-06-26 12:30:57.001496;3.88663485646248;43.6082830724985;3.886614;43.6082744;32.177843900206;32.9921875;33.2578125;37;36.8644998855573;2.829442;141;790.350299638545;112.536710505093;373.445415430715;106.269416364362;98.200537288253;378.074679145179;427.468345919757;566.108197660025;513.607632498864;507.991531294909;514.994627634187;502.070431686372
;;2;2;41;;;;14;;2025-06-26 12:30:58.000111;3.88664335012436;43.6082824168276;3.8866223;43.608274;32.177843900206;32.9921875;33.2578125;37;36.8644998855573;2.9323308;142;788.086431990437;112.534091595899;386.795649444538;101.867431624822;98.3359033865814;365.201893949734;427.891698260927;562.839195917741;511.53839531435;505.999195577479;513.189672926538;500.250893964802
;;2;2;42;;;;14;;2025-06-26 12:30:59.001675;3.88665184378624;43.6082817611566;3.8866304;43.6082734;32.1671625848783;32.921875;33.140625;37;36.8168154421302;2.7265532;144;791.141196625375;113.000257432491;376.033855799896;101.081687340938;98.6755798072314;362.03440642767;429.056866347087;559.240256423366;510.665068928841;504.347641655425;512.287932863713;496.954692988471
;;2;2;43;;;;14;;2025-06-26 12:31:00.000044;3.88666033744812;43.6082811054857;3.8866386;43.6082726;32.1671625848783;32.921875;33.140625;37;36.8168154421302;2.3664424;138;781.757113904609;118.372513159813;398.025956931824;99.5147406476427;100.702287757669;358.981919167271;429.773265034527;554.363907401158;508.229870033168;504.46527939488;510.688611726627;494.450354159083
;;2;2;44;;;;14;;2025-06-26 12:31:01.000118;3.88666883111;43.6082804498147;3.8866459;43.608272;32.177843900206;32.921875;33.1953125;37;36.8587777523461;2.2635536;130;791.211032058124;129.993922709694;365.344815474131;100.694265448363;103.754751235813;365.075122007742;431.520400549801;550.897603905962;509.315292031098;499.642319776574;508.947962055714;493.304872433369
;;2;2;45;;;;14;;2025-06-26 12:31:02.001674;3.88667732477188;43.6082797941438;3.8866535;43.6082715;32.177843900206;32.921875;33.265625;37;36.8587777523461;2.1606648;124;787.426637104349;134.165845056277;370.269250961453;101.997329234759;105.732693759524;361.690311156548;432.304916267135;547.461478692747;507.02325540926;498.928658823067;507.210828106238;491.621923858564
;;2;2;46;;;;14;;2025-06-26 12:31:03.000071;3.88668581843376;43.6082791384729;3.8866697;43.6082704;32.1457999542229;32.921875;33.296875;37;36.9503318837262;1.9548872;120;791.932950488681;129.45442741566;355.546784168098;107.154173511764;104.681714735236;356.121853604538;434.827395905128;543.752888064644;505.867963095483;495.968553553764;506.345734602362;489.183089600581
;;2;2;47;;;;14;;2025-06-26 12:31:04.000283;3.88669431209564;43.6082784828019;3.8866697;43.6082704;32.1457999542229;32.9375;33.296875;37;36.9503318837262;1.9034428;130;773.192205094362;125.402538407152;375.956719750967;104.9436432056;102.523003819347;371.989625929549;434.994928602719;536.823515986824;502.799967584874;496.511510113681;505.35090279482;487.089340615138
;;2;2;48;;;;14;;2025-06-26 12:31:05.000146;3.88670280575752;43.608277827131;3.8866771;43.60827;32.1511406118868;32.8984375;33.2578125;37;37.009460593576;1.7491096;136;785.060801155663;143.294489538013;355.261468441661;102.664984782336;104.667841812115;353.120527877871;436.866516677533;530.299336665104;502.934106763798;494.036912184742;501.508351702791;486.658062403993
;;2;2;49;;;;15;;2025-06-26 12:31:06.000018;3.8867112994194;43.6082771714601;3.8866846;43.6082693;32.1511406118868;32.8828125;33.1953125;37;37.009460593576;1.6976652;135;777.000164151211;146.184892318832;369.505779386256;101.905583370397;104.751079350839;342.827098945033;437.427174458493;523.43981858515;501.677761477426;494.14042619024;498.699699659645;485.135869848648
;;2;2;50;;;;14;;2025-06-26 12:31:07.0001;3.88671979308128;43.6082765157891;3.8866927;43.6082683;32.1404592965591;32.859375;33.1640625;37;36.9942015716793;1.9034428;124;778.675357660694;135.357448739701;356.844948809737;106.505139649527;102.661312658943;330.864355190319;439.583509687867;520.242792449581;501.026172513743;491.405271885717;497.559051780044;484.375276632754
;;2;2;51;;;;14;;2025-06-26 12:31:08.000103;3.88672828674316;43.6082758601182;3.8867006;43.6082674;32.1404592965591;32.8359375;33.1015625;37;36.9942015716793;2.2121092;113;777.149689096175;115.179626367048;343.414072562942;107.144181387923;94.3505909264792;319.052379495189;440.995987067153;516.513344765439;499.451675797004;489.328963215071;496.02487981578;484.249187855663
;;2;2;52;;;;14;;2025-06-26 12:31:09.000059;3.88673678040504;43.6082752044472;3.886707;43.608267;32.1244373235676;32.78125;32.96875;37;36.9980163271534;2.314998;94;771.373484775243;86.5379259631545;331.088520835462;105.384205029512;82.5888744698613;323.583118150606;442.394439333044;511.889614249252;498.965637264623;489.364851735192;494.876554917577;484.456159915917
;;2;2;53;;;;14;;2025-06-26 12:31:10.000102;3.88674527406693;43.6082745487763;3.8867141;43.6082665;32.1244373235676;32.7421875;32.8515625;37;36.9980163271534;2.4178868;86;770.784810636617;51.4554548806494;322.727148440736;101.471380170748;69.4957777852747;317.260820300677;444.128650318376;506.782201389476;499.067588767291;487.935724998963;493.474813695887;484.715831815324
;;2;2;54;;;;14;;2025-06-26 12:31:11.000048;3.88675376772881;43.6082738931054;3.8867268;43.6082658;32.0603494316014;32.625;32.6796875;37;36.9694056610971;2.3664424;82;86.1949184173248;28.4365525170031;60.4536252562553;92.4993613361551;57.9644359307809;72.6353424352816;441.107950809388;504.152263942264;497.390319067135;486.355280038847;492.797789082049;483.617188594893
;;2;2;55;;;;14;;2025-06-26 12:31:12.000055;3.88676226139069;43.6082732374344;3.8867268;43.6082658;32.0603494316014;32.6015625;32.5390625;37;36.9694056610971;2.4693312;82;81.4096917402377;17.9303617990448;59.5503445923739;77.5225302603877;51.2760054202086;69.315275825891;439.609552688418;503.82556643321;496.834532917149;484.102298521039;492.90889965626;482.897970399537
;;2;2;56;;;;14;;2025-06-26 12:31:13.000037;3.88677075505257;43.6082725817635;3.8867324;43.6082652;31.937514305333;32.4296875;32.3203125;37;36.9255359731441;2.6751088;82;78.3026576402971;14.5009002090574;59.0660529215399;70.6597579312036;47.3705673659524;67.123026743296;439.780602914677;503.771099318696;496.058422530263;482.731272145484;493.059528515314;482.637395386407
;;2;2;57;;;;14;;2025-06-26 12:31:14.000052;3.88677924871445;43.6082719260925;3.8867387;43.6082648;31.937514305333;32.34375;32.1875;37;36.9255359731441;2.8808864;76;75.6279177222154;11.7973129507676;58.6194527291599;64.5232313303031;43.7530975643513;65.2051483637271;440.663557289949;503.707966976477;495.680202705213;481.514593593388;493.528602077538;482.492700596532
;;2;2;58;;;;14;;2025-06-26 12:31:15.004719;3.88678774237633;43.6082712704216;3.8867451;43.6082641;31.7772945754177;32.2734375;31.9765625;37;36.9179064621958;2.9837752;74;73.3019265296372;9.84229723719326;58.4244212418105;60.393759059162;40.899479317603;63.0138047950035;442.115498360196;504.007731627635;495.282524207358;480.505358472125;494.426301476916;482.703061065613
;;2;2;59;;;;14;;2025-06-26 12:31:16.000023;3.88679623603821;43.6082706147507;3.886752;43.6082636;31.7772945754177;31.9296875;31.5546875;37;36.9179064621958;2.9837752;73;71.6023120406046;9.07844872217759;58.6685393057512;57.8848276001009;39.0724573817798;61.8094713460769;443.613092469692;504.464477576363;495.514215231293;480.423945672296;494.821223296931;483.548847289333
;;2;2;60;;;;14;;2025-06-26 12:31:17.000273;3.88680472970009;43.6082699590797;3.8867576;43.6082633;31.734569314107;31.6875;31.265625;37;37.0609597924773;2.6751088;64;70.0016667844852;8.58172894498455;59.3014055253751;54.3044679527841;37.0079141864674;61.0221270349177;445.499151039397;505.161694994324;496.597844408038;480.154035691412;495.989096245207;484.485923113463
;;2;2;61;;;;14;;2025-06-26 12:31:18.000037;3.88681322336197;43.6082693034088;3.8867639;43.6082629;31.734569314107;31.6484375;31.1484375;37;37.0609597924773;2.2121092;72;68.003859282;8.15833862523301;59.6511473835882;51.6324832001308;33.8276516589703;59.8345455926115;447.242218573855;505.258297162324;496.941106389703;480.250955173537;496.639986986796;484.930715524989
;;2;2;62;;;;14;;2025-06-26 12:31:19.000028;3.88682171702385;43.6082686477379;3.8867757;43.6082617;31.7559319447623;31.625;31.1328125;37;37.1563286793317;1.3375544;68;66.6362844271999;7.50492078124533;60.4049769526693;50.2008843661409;33.0326911249985;58.9340120475307;448.972190917474;505.178506317723;497.367978566059;480.506995430936;497.735634337727;485.304926907933
;;2;2;63;;;;14;;2025-06-26 12:31:20.001714;3.88683021068573;43.6082679920669;3.8867757;43.6082617;31.7559319447623;31.671875;31.1875;37;37.1563286793317;0.5658884;44;65.5103487384735;8.394913422455;61.2745105951441;51.7215039398079;34.2472024854663;58.2494435607724;450.697519873474;505.522211565749;497.715290508297;480.151337995596;499.150703709189;485.830221666623
;;2;2;64;;;;14;;2025-06-26 12:31:21.000082;3.88683870434761;43.608267336396;3.8867816;43.6082612;31.7505912870985;31.671875;31.265625;37;37.1906614785992;0.3086664;358;64.3102932346217;8.56907088387858;62.0007289648925;50.5946648829776;32.9860276563201;57.63143034356;452.464526881784;505.97960475773;498.190425769275;480.604725552462;499.3420934241;486.233911266087
;;2;2;65;;;;14;;2025-06-26 12:31:22.000053;3.88684719800949;43.6082666807251;3.8867885;43.6082604;31.7505912870985;31.7109375;31.2890625;37;37.1906614785992;0.1543332;358;63.2126344695847;9.91213481570897;63.8844263415845;49.6749353021306;33.8003262043388;57.3013705374444;454.293922844534;507.364718389587;498.58719535375;480.633429421454;499.989857734483;487.174576127345
;;2;2;66;;;;14;;2025-06-26 12:31:23.000104;3.88685569167137;43.6082660250541;3.8867946;43.6082597;31.6437781338216;31.7109375;31.3359375;37;37.1696803234913;0.514444;63;62.8600297999418;14.2403187442206;67.0544549887723;48.4413621951773;35.7475801405406;57.8949348801297;455.611622151133;508.341210845777;498.712993958139;480.180122412206;501.021561051896;487.206623711122
;;2;2;67;;;;14;;2025-06-26 12:31:24.000069;3.88686418533325;43.6082653693832;3.886801;43.6082594;31.6437781338216;31.671875;31.265625;37;37.1696803234913;0.514444;72;62.3938889973031;23.1747274607095;67.7254509598554;47.6728770342919;37.8596275877509;59.9875774368736;457.088955746458;509.477036236383;498.358744500801;480.623230156916;501.637785340512;488.548732181252
;;2;2;68;;;;14;;2025-06-26 12:31:25.000007;3.88687267899513;43.6082647137122;3.886808;43.6082588;31.665140764477;31.5703125;31.1328125;37;37.2269016556039;0.514444;106;62.0909831632356;32.2514302434242;72.7051088458429;47.7023992183684;40.0078287133966;62.6506937325828;459.296299572823;509.429625927944;498.114480087264;480.475311910255;501.457427270457;489.57078281776
;;2;2;69;;;;14;;2025-06-26 12:31:26.000063;3.88688117265701;43.6082640580413;3.8868151;43.6082588;31.665140764477;31.59375;31.1953125;37;37.2269016556039;0.5658884;130;749.847462397511;23.0695346080702;307.125505998791;54.9798446869665;37.0991391657757;309.107120645895;466.811385662917;507.511119633835;499.963785325707;481.207835272558;501.762439778846;491.061590036794
;;2;2;70;;;;14;;2025-06-26 12:31:27.000108;3.88688966631889;43.6082634023704;3.8868293;43.608258;31.7025253681239;31.59375;31.1953125;37;37.3299000534066;0.514444;158;62.9521440210514;19.8609343601387;64.4962554569549;54.8572140761869;35.2086380968855;63.1269940289252;466.262473117521;506.261036132938;499.232434538368;482.003267084998;501.704648375825;490.482640764884
;;2;2;71;;;;14;;2025-06-26 12:31:28.000053;3.88689815998077;43.6082627466994;3.8868293;43.608258;31.7025253681239;31.6171875;31.234375;37;37.3299000534066;0.771666;174;61.2726661291917;21.2651061731703;66.3058846957546;51.291842614632;36.4765391917871;60.6178150913495;467.233412514233;505.507774004077;499.406108426312;481.903292591707;501.867620658016;490.361385489585
;;2;2;72;;;;15;;2025-06-26 12:31:29.000129;3.88690665364265;43.6082620910285;3.8868365;43.6082576;31.7452506294347;31.7265625;31.2578125;37;37.3146410315099;0.9259992;166;61.3690647326785;34.3941344492596;65.742265610965;48.345074456343;38.5465474780259;60.5675590714883;470.033275773911;504.387502330955;499.726716710444;481.808427127771;502.430022104821;490.534084424005
;;2;2;73;;;;22;;2025-06-26 12:31:30.001553;3.88691514730453;43.6082614353575;3.8868529;43.6082566;31.7452506294347;31.6875;31.21875;37;37.3146410315099;1.028888;157;752.181593916606;33.3587923477641;300.824893274891;50.788148735541;41.1185033462648;301.817733981339;479.096172707567;500.698392307409;500.241750792142;482.259897947599;505.118084084052;491.922332693924
;;2;2;74;;;;63;;2025-06-26 12:31:31.000086;3.88692364096642;43.6082607796866;3.8868601;43.6082564;31.734569314107;31.734375;31.2421875;37;37.274586099031;1.1832212;163;180.93160998006;19.8495857536299;116.501291990434;57.7694639884787;34.2627569750258;134.485109148635;484.608399858297;497.618425685198;499.776281792223;482.298685743658;506.402521252585;492.522302294372
;;2;2;75;;;;63;;2025-06-26 12:31:32.000074;3.8869321346283;43.6082601240157;3.8868601;43.6082564;31.734569314107;31.734375;31.3125;37;37.274586099031;1.1832212;156;66.7819534280245;10.8990270971092;57.1586888025628;51.4067520388069;27.2077449807817;67.9361781997893;483.498008375929;496.325991838338;498.872846249529;483.55423551087;505.265062422058;492.459350263978
